Wvlgth nm;Etr W*m-2*nm-1;Global tilt  W*m-2*nm-1;Direct+circumsolar W*m-2*nm-1
1336;0,38231;1,8348E-01;1,7670E-01
1337;0,38285;1,6454E-01;1,5852E-01
1338;0,38094;1,7804E-01;1,7151E-01
1339;0,37570;1,7681E-01;1,7033E-01
1340;0,37439;1,6831E-01;1,6216E-01
1341;0,38168;1,7039E-01;1,6419E-01
1342;0,38020;1,7798E-01;1,7149E-01
1343;0,37977;1,2711E-01;1,2259E-01
1344;0,37986;7,5645E-02;7,3018E-02
1345;0,37953;1,0904E-01;1,0521E-01
1346;0,37554;5,8186E-02;5,6189E-02
1347;0,37760;6,0119E-02;5,8058E-02
1348;0,37664;4,7451E-03;4,5862E-03
1349;0,37550;1,6159E-02;1,5617E-02
1350;0,37081;1,6025E-02;1,5488E-02
1351;0,37167;4,6298E-03;4,4759E-03
1352;0,37533;1,5164E-03;1,4661E-03
1353;0,37401;9,6096E-05;9,2918E-05
1354;0,37294;2,9009E-04;2,8051E-04
1355;0,36827;3,6034E-06;3,4847E-06
1356;0,36876;4,8070E-05;4,6489E-05
1357;0,36439;7,1786E-05;6,9429E-05
1358;0,36997;4,1948E-06;4,0575E-06
1359;0,36903;7,3439E-07;7,1040E-07
1360;0,36464;2,1404E-06;2,0706E-06
1361;0,37027;4,8133E-09;4,6566E-09
1362;0,36936;1,8076E-11;1,7489E-11
1363;0,36185;3,1563E-06;3,0540E-06
1364;0,36683;1,3589E-06;1,3150E-06
1365;0,36629;9,0764E-12;8,7833E-12
1366;0,36592;1,2791E-05;1,2379E-05
1367;0,36242;4,9764E-06;4,8161E-06
1368;0,36557;1,4810E-13;1,4311E-13
1369;0,35886;5,1667E-07;5,0008E-07
1370;0,35912;2,9200E-07;2,8266E-07
1371;0,35949;1,9731E-08;1,9101E-08
1372;0,36313;2,7498E-06;2,6623E-06
1373;0,36294;4,4401E-05;4,2991E-05
1374;0,36291;1,7917E-04;1,7350E-04
1375;0,35749;3,2332E-04;3,1309E-04
1376;0,35350;2,5748E-04;2,4935E-04
1377;0,35790;1,2270E-04;1,1883E-04
1378;0,35652;1,1089E-03;1,0741E-03
1379;0,36035;5,2164E-05;5,0533E-05
1380;0,35682;8,1587E-05;7,9042E-05
1381;0,35784;2,3716E-06;2,2978E-06
1382;0,35274;2,5672E-06;2,4874E-06
1383;0,35376;4,4017E-08;4,2653E-08
1384;0,35594;6,1689E-07;5,9782E-07
1385;0,35242;2,0899E-06;2,0255E-06
1386;0,35493;2,5215E-06;2,4441E-06
1387;0,35136;1,9896E-04;1,9288E-04
1388;0,35277;4,0262E-06;3,9037E-06
1389;0,35406;5,8098E-04;5,6338E-04
1390;0,34736;4,9328E-04;4,7836E-04
1391;0,35242;3,4384E-04;3,3345E-04
1392;0,35179;2,3782E-05;2,3065E-05
1393;0,35008;1,1586E-04;1,1238E-04
1394;0,34760;7,5526E-05;7,3268E-05
1395;0,34754;6,7136E-07;6,5137E-07
1396;0,34943;6,3215E-09;6,1338E-09
1397;0,34932;4,9057E-05;4,7605E-05
1398;0,34952;1,2704E-03;1,2329E-03
1399;0,34886;8,1226E-04;7,8835E-04
1400;0,33896;3,2466E-09;3,1513E-09
1401;0,33929;1,0528E-08;1,0219E-08
1402;0,34411;1,8353E-03;1,7817E-03
1403;0,34014;2,3800E-03;2,3108E-03
1404;0,34106;7,3892E-04;7,1755E-04
1405;0,34012;3,6444E-07;3,5395E-07
1406;0,34164;2,0448E-03;1,9861E-03
1407;0,34085;1,7457E-04;1,6957E-04
1408;0,34007;1,6493E-03;1,6023E-03
1409;0,34118;6,1919E-04;6,0159E-04
1410;0,34046;4,6653E-04;4,5332E-04
1411;0,33767;2,1142E-03;2,0544E-03
1412;0,32920;2,6396E-03;2,5650E-03
1413;0,33290;2,3353E-02;2,2690E-02
1414;0,33704;3,6378E-04;3,5359E-04
1415;0,33707;1,8366E-04;1,7854E-04
1416;0,33503;3,5565E-02;3,4561E-02
1417;0,33748;1,1759E-02;1,1431E-02
1418;0,33773;1,3559E-02;1,3182E-02
1419;0,33391;2,1442E-03;2,0851E-03
1420;0,33270;8,2718E-03;8,0437E-03
1421;0,33594;9,1637E-03;8,9117E-03
1422;0,32875;4,6314E-02;4,5023E-02
1423;0,32884;9,2198E-03;8,9676E-03
1424;0,32772;1,6975E-02;1,6511E-02
1425;0,33256;2,5850E-02;2,5142E-02
1426;0,32306;2,7792E-02;2,7032E-02
1427;0,32745;4,9546E-02;4,8180E-02
1428;0,33036;4,5588E-03;4,4360E-03
1429;0,32347;3,8020E-02;3,6985E-02
1430;0,32277;6,1601E-02;5,9912E-02
1431;0,32421;5,0156E-02;4,8792E-02
1432;0,33114;2,5194E-03;2,4524E-03
1433;0,33067;3,5834E-02;3,4870E-02
1434;0,32509;2,0962E-02;2,0403E-02
1435;0,32731;2,1416E-02;2,0847E-02
1436;0,32662;3,8351E-02;3,7326E-02
1437;0,32786;2,9880E-02;2,9085E-02
1438;0,32601;1,3263E-02;1,2913E-02
1439;0,32856;5,1039E-02;4,9672E-02
1440;0,31269;3,9601E-02;3,8547E-02
1441;0,31695;3,1800E-02;3,0959E-02
1442;0,31584;3,6317E-02;3,5356E-02
1443;0,31780;4,5063E-02;4,3868E-02
1444;0,31911;6,1791E-02;6,0143E-02
1445;0,31929;4,9751E-02;4,8434E-02
1446;0,32135;2,3095E-02;2,2492E-02
1447;0,31760;3,6215E-02;3,5265E-02
1448;0,32096;1,1569E-01;1,1254E-01
1449;0,32026;1,0213E-01;9,9374E-02
1450;0,31774;2,7412E-02;2,6699E-02
1451;0,31367;1,1271E-02;1,0980E-02
1452;0,31355;6,2361E-02;6,0718E-02
1453;0,31539;8,1978E-02;7,9803E-02
1454;0,31282;1,3759E-01;1,3384E-01
1455;0,31210;6,6150E-02;6,4409E-02
1456;0,30956;8,8509E-02;8,6158E-02
1457;0,31241;1,1700E-01;1,1386E-01
1458;0,31612;1,3643E-01;1,3273E-01
1459;0,31746;1,6307E-01;1,5860E-01
1460;0,31367;8,5421E-02;8,3161E-02
1461;0,31308;9,0276E-02;8,7886E-02
1462;0,31018;1,3060E-01;1,2708E-01
1463;0,30823;4,3225E-02;4,2106E-02
1464;0,30820;1,5184E-01;1,4770E-01
1465;0,31158;9,3383E-02;9,0911E-02
1466;0,30696;6,5197E-02;6,3498E-02
1467;0,31322;3,6054E-02;3,5128E-02
1468;0,30750;7,6942E-02;7,4928E-02
1469;0,31201;9,4845E-02;9,2344E-02
1470;0,31010;4,9678E-02;4,8397E-02
1471;0,30414;1,7848E-02;1,7394E-02
1472;0,30581;4,6771E-02;4,5566E-02
1473;0,30552;7,0198E-02;6,8368E-02
1474;0,29705;9,7339E-02;9,4765E-02
1475;0,30349;1,8463E-01;1,7954E-01
1476;0,30369;6,8778E-02;6,6987E-02
1477;0,30250;6,9736E-02;6,7916E-02
1478;0,30228;6,3480E-02;6,1825E-02
1479;0,30461;1,2001E-01;1,1680E-01
1480;0,30626;6,0637E-02;5,9063E-02
1481;0,30179;1,1529E-01;1,1221E-01
1482;0,30462;5,8490E-02;5,6967E-02
1483;0,29813;1,4859E-01;1,4454E-01
1484;0,30172;1,3747E-01;1,3375E-01
1485;0,30607;1,2503E-01;1,2168E-01
1486;0,30168;1,2340E-01;1,2008E-01
1487;0,29989;6,0629E-02;5,9042E-02
1488;0,26525;9,4180E-02;9,1654E-02
1489;0,29910;1,8973E-01;1,8443E-01
1490;0,30093;1,7478E-01;1,6993E-01
1491;0,30175;1,9778E-01;1,9222E-01
1492;0,29773;1,6441E-01;1,5986E-01
1493;0,30200;1,8157E-01;1,7651E-01
1494;0,30190;2,0367E-01;1,9794E-01
1495;0,30074;1,8253E-01;1,7745E-01
1496;0,29140;1,6852E-01;1,6385E-01
1497;0,29684;2,2850E-01;2,2198E-01
1498;0,29946;1,8968E-01;1,8437E-01
1499;0,29528;2,1759E-01;2,1141E-01
1500;0,30077;2,5061E-01;2,4339E-01
1501;0,29990;2,6552E-01;2,5782E-01
1502;0,29743;2,3356E-01;2,2688E-01
1503;0,26920;1,8493E-01;1,7972E-01
1504;0,28319;1,6029E-01;1,5586E-01
1505;0,27149;1,8402E-01;1,7885E-01
1506;0,28367;2,5773E-01;2,5026E-01
1507;0,29376;2,5514E-01;2,4779E-01
1508;0,29028;2,4302E-01;2,3606E-01
1509;0,28805;1,8690E-01;1,8169E-01
1510;0,29394;2,7052E-01;2,6269E-01
1511;0,29446;2,6474E-01;2,5710E-01
1512;0,28845;2,6068E-01;2,5315E-01
1513;0,28729;2,4239E-01;2,3544E-01
1514;0,28500;2,2571E-01;2,1930E-01
1515;0,28807;2,6573E-01;2,5804E-01
1516;0,28720;2,5683E-01;2,4943E-01
1517;0,28526;2,4929E-01;2,4214E-01
1518;0,28970;2,5211E-01;2,4489E-01
1519;0,28495;2,4437E-01;2,3739E-01
1520;0,28786;2,6450E-01;2,5688E-01
1521;0,28083;2,7505E-01;2,6707E-01
1522;0,28031;2,6378E-01;2,5617E-01
1523;0,28448;2,8004E-01;2,7192E-01
1524;0,28460;2,7539E-01;2,6743E-01
1525;0,27846;2,5884E-01;2,5140E-01
1526;0,28596;2,6745E-01;2,5977E-01
1527;0,28297;2,6220E-01;2,5468E-01
1528;0,28490;2,7928E-01;2,7122E-01
1529;0,28290;2,7244E-01;2,6460E-01
1530;0,26731;2,5522E-01;2,4789E-01
1531;0,28272;2,6973E-01;2,6200E-01
1532;0,28263;2,7839E-01;2,7039E-01
1533;0,28041;2,7714E-01;2,6918E-01
1534;0,27543;2,6892E-01;2,6122E-01
1535;0,27754;2,6686E-01;2,5924E-01
1536;0,28058;2,7464E-01;2,6679E-01
1537;0,28096;2,7336E-01;2,6558E-01
1538;0,27338;2,7202E-01;2,6427E-01
1539;0,27808;2,7295E-01;2,6519E-01
1540;0,26857;2,6491E-01;2,5737E-01
1541;0,27297;2,6904E-01;2,6141E-01
1542;0,27536;2,6927E-01;2,6165E-01
1543;0,27499;2,7208E-01;2,6439E-01
1544;0,27716;2,7210E-01;2,6443E-01
1545;0,27768;2,7705E-01;2,6922E-01
1546;0,27722;2,7481E-01;2,6705E-01
1547;0,27354;2,7309E-01;2,6537E-01
1548;0,26698;2,6675E-01;2,5920E-01
1549;0,27267;2,7342E-01;2,6568E-01
1550;0,26961;2,6990E-01;2,6226E-01
1551;0,27075;2,7058E-01;2,6293E-01
1552;0,27400;2,7182E-01;2,6415E-01
1553;0,27090;2,7132E-01;2,6366E-01
1554;0,26495;2,6474E-01;2,5727E-01
1555;0,26712;2,6759E-01;2,6005E-01
1556;0,26292;2,6310E-01;2,5569E-01
1557;0,27013;2,7062E-01;2,6301E-01
1558;0,26805;2,6848E-01;2,6093E-01
1559;0,26780;2,6808E-01;2,6054E-01
1560;0,26546;2,6568E-01;2,5821E-01
1561;0,26968;2,7002E-01;2,6242E-01
1562;0,26833;2,6756E-01;2,6003E-01
1563;0,26688;2,6667E-01;2,5917E-01
1564;0,26307;2,6264E-01;2,5525E-01
1565;0,26682;2,6728E-01;2,5975E-01
1566;0,26262;2,6245E-01;2,5506E-01
1567;0,26352;2,6308E-01;2,5566E-01
1568;0,26042;2,5722E-01;2,4997E-01
1569;0,26275;2,5452E-01;2,4736E-01
1570;0,26068;2,4175E-01;2,3497E-01
1571;0,26668;2,3507E-01;2,2850E-01
1572;0,26694;2,3775E-01;2,3108E-01
1573;0,26344;2,3407E-01;2,2750E-01
1574;0,26221;2,4145E-01;2,3464E-01
1575;0,24738;2,3974E-01;2,3294E-01
1576;0,26031;2,4678E-01;2,3980E-01
1577;0,23690;2,1602E-01;2,0994E-01
1578;0,25723;2,3516E-01;2,2854E-01
1579;0,26167;2,3672E-01;2,3005E-01
1580;0,26381;2,4464E-01;2,3772E-01
1581;0,26483;2,4870E-01;2,4165E-01
1582;0,25412;2,4195E-01;2,3508E-01
1583;0,25771;2,4755E-01;2,4051E-01
1584;0,25449;2,4904E-01;2,4194E-01
1585;0,26198;2,5874E-01;2,5135E-01
1586;0,25817;2,5569E-01;2,4838E-01
1587;0,25492;2,5303E-01;2,4579E-01
1588;0,25048;2,5107E-01;2,4388E-01
1589;0,23152;2,3233E-01;2,2567E-01
1590;0,24154;2,4179E-01;2,3486E-01
1591;0,24132;2,4197E-01;2,3503E-01
1592;0,25286;2,5225E-01;2,4502E-01
1593;0,25751;2,5833E-01;2,5092E-01
1594;0,25643;2,5624E-01;2,4890E-01
1595;0,25765;2,5823E-01;2,5083E-01
1596;0,24452;2,4452E-01;2,3751E-01
1597;0,24854;2,4692E-01;2,3985E-01
1598;0,25629;2,5421E-01;2,4693E-01
1599;0,24977;2,4202E-01;2,3511E-01
1600;0,25259;2,3810E-01;2,3133E-01
1601;0,24494;2,2323E-01;2,1691E-01
1602;0,24857;2,2413E-01;2,1780E-01
1603;0,24901;2,2397E-01;2,1765E-01
1604;0,25002;2,2842E-01;2,2197E-01
1605;0,24703;2,3683E-01;2,3010E-01
1606;0,24748;2,4140E-01;2,3453E-01
1607;0,24544;2,3296E-01;2,2637E-01
1608;0,24999;2,2990E-01;2,2343E-01
1609;0,24858;2,2727E-01;2,2088E-01
1610;0,23312;2,1760E-01;2,1146E-01
1611;0,24078;2,2680E-01;2,2039E-01
1612;0,24125;2,3076E-01;2,2422E-01
1613;0,24581;2,3719E-01;2,3047E-01
1614;0,24350;2,3838E-01;2,3162E-01
1615;0,24434;2,4104E-01;2,3420E-01
1616;0,23248;2,3050E-01;2,2395E-01
1617;0,23644;2,3465E-01;2,2798E-01
1618;0,24415;2,4352E-01;2,3660E-01
1619;0,24224;2,4100E-01;2,3415E-01
1620;0,23407;2,3449E-01;2,2783E-01
1621;0,23386;2,3430E-01;2,2765E-01
1622;0,23702;2,3754E-01;2,3081E-01
1623;0,24166;2,4246E-01;2,3559E-01
1624;0,24240;2,4269E-01;2,3582E-01
1625;0,23746;2,3782E-01;2,3109E-01
1626;0,23958;2,3971E-01;2,3294E-01
1627;0,24037;2,4078E-01;2,3398E-01
1628;0,24149;2,4126E-01;2,3446E-01
1629;0,24111;2,4137E-01;2,3456E-01
1630;0,23655;2,3651E-01;2,2984E-01
1631;0,23932;2,3806E-01;2,3136E-01
1632;0,23884;2,3821E-01;2,3151E-01
1633;0,23585;2,3267E-01;2,2614E-01
1634;0,23276;2,3282E-01;2,2628E-01
1635;0,23735;2,3367E-01;2,2712E-01
1636;0,23676;2,3539E-01;2,2879E-01
1637;0,22747;2,2700E-01;2,2064E-01
1638;0,22708;2,2007E-01;2,1393E-01
1639;0,22205;2,2026E-01;2,1410E-01
1640;0,22571;2,1511E-01;2,0913E-01
1641;0,22393;2,1960E-01;2,1348E-01
1642;0,22402;2,2082E-01;2,1467E-01
1643;0,22879;2,1535E-01;2,0939E-01
1644;0,22572;2,2355E-01;2,1733E-01
1645;0,22512;2,1822E-01;2,1216E-01
1646;0,22899;2,1749E-01;2,1147E-01
1647;0,22910;2,2768E-01;2,2135E-01
1648;0,22898;2,1655E-01;2,1057E-01
1649;0,22354;2,1867E-01;2,1261E-01
1650;0,22840;2,2526E-01;2,1902E-01
1651;0,22369;2,0855E-01;2,0281E-01
1652;0,22802;2,2373E-01;2,1754E-01
1653;0,22533;2,2277E-01;2,1661E-01
1654;0,22654;2,1583E-01;2,0991E-01
1655;0,22390;2,2231E-01;2,1619E-01
1656;0,22607;2,2101E-01;2,1494E-01
1657;0,22564;2,2223E-01;2,1613E-01
1658;0,22532;2,2487E-01;2,1870E-01
1659;0,22221;2,2120E-01;2,1514E-01
1660;0,22412;2,2332E-01;2,1721E-01
1661;0,22543;2,2384E-01;2,1774E-01
1662;0,22421;2,1908E-01;2,1313E-01
1663;0,22265;2,2235E-01;2,1630E-01
1664;0,22252;2,2098E-01;2,1498E-01
1665;0,22137;2,1178E-01;2,0607E-01
1666;0,21853;1,7884E-01;1,7411E-01
1667;0,22016;2,1068E-01;2,0502E-01
1668;0,21617;2,1459E-01;2,0881E-01
1669;0,21809;2,1516E-01;2,0939E-01
1670;0,22208;2,2168E-01;2,1573E-01
1671;0,22096;2,1879E-01;2,1294E-01
1672;0,21210;2,1147E-01;2,0582E-01
1673;0,21606;2,1629E-01;2,1052E-01
1674;0,21907;2,1575E-01;2,1002E-01
1675;0,21621;2,1360E-01;2,0793E-01
1676;0,21319;2,1145E-01;2,0584E-01
1677;0,21548;2,1229E-01;2,0668E-01
1678;0,21585;2,0915E-01;2,0365E-01
1679;0,21295;2,1303E-01;2,0741E-01
1680;0,20641;2,0558E-01;2,0017E-01
1681;0,19848;1,9447E-01;1,8936E-01
1682;0,20341;2,0366E-01;1,9830E-01
1683;0,20893;2,0906E-01;2,0357E-01
1684;0,21198;1,9797E-01;1,9283E-01
1685;0,21306;2,1321E-01;2,0763E-01
1686;0,21026;2,1026E-01;2,0476E-01
1687;0,21123;2,0484E-01;1,9951E-01
1688;0,21081;2,1013E-01;2,0465E-01
1689;0,20805;2,0718E-01;2,0178E-01
1690;0,20845;2,0523E-01;1,9991E-01
1691;0,21203;1,9303E-01;1,8808E-01
1692;0,21211;2,0708E-01;2,0174E-01
1693;0,21122;2,1134E-01;2,0587E-01
1694;0,21068;2,0477E-01;1,9950E-01
1695;0,21055;2,0968E-01;2,0427E-01
1696;0,20962;2,0922E-01;2,0383E-01
1697;0,20850;1,8107E-01;1,7649E-01
1698;0,20879;2,0739E-01;2,0207E-01
1699;0,20804;2,0551E-01;2,0024E-01
1700;0,20539;1,9975E-01;1,9464E-01
1702;0,20520;2,0396E-01;1,9874E-01
1705;0,20428;1,9778E-01;1,9275E-01
1710;0,19894;1,8790E-01;1,8316E-01
1715;0,20189;1,8965E-01;1,8490E-01
1720;0,19799;1,8698E-01;1,8231E-01
1725;0,19688;1,7808E-01;1,7367E-01
1730;0,19309;1,7407E-01;1,6979E-01
1735;0,18200;1,6154E-01;1,5758E-01
1740;0,19001;1,6818E-01;1,6405E-01
1745;0,18624;1,5481E-01;1,5105E-01
1750;0,18518;1,6566E-01;1,6162E-01
1755;0,18509;1,5301E-01;1,4931E-01
1760;0,18243;1,5998E-01;1,5608E-01
1765;0,18143;1,3284E-01;1,2967E-01
1770;0,17969;1,4172E-01;1,3831E-01
1775;0,17600;1,1484E-01;1,1213E-01
1780;0,17553;1,0050E-01;9,8143E-02
1785;0,17411;7,6981E-02;7,5201E-02
1790;0,17371;8,8904E-02;8,6831E-02
1795;0,17102;4,6931E-02;4,5864E-02
1800;0,16800;3,1828E-02;3,1112E-02
1805;0,16884;1,4815E-02;1,4485E-02
1810;0,16859;9,6911E-03;9,4762E-03
1815;0,15500;3,2816E-03;3,2093E-03
1820;0,16000;9,8755E-04;9,6578E-04
1825;0,16257;1,2744E-03;1,2463E-03
1830;0,15921;5,2041E-06;5,0896E-06
1835;0,15760;6,4190E-06;6,2784E-06
1840;0,15552;6,2703E-08;6,1337E-08
1845;0,15288;6,2658E-06;6,1298E-06
1850;0,15337;2,9993E-06;2,9348E-06
1855;0,15126;2,8396E-07;2,7795E-07
1860;0,14933;1,1151E-05;1,0920E-05
1865;0,14710;1,6982E-05;1,6644E-05
1870;0,14565;2,6662E-10;2,6148E-10
1875;0,13231;4,5130E-10;4,4296E-10
1880;0,14667;7,7505E-05;7,6123E-05
1885;0,14573;4,3890E-05;4,3129E-05
1890;0,14041;2,2333E-04;2,1956E-04
1895;0,13842;1,2947E-04;1,2743E-04
1900;0,14041;8,6221E-07;8,4916E-07
1905;0,13904;5,6667E-07;5,5798E-07
1910;0,13654;2,3045E-05;2,2726E-05
1915;0,13611;1,9947E-05;1,9673E-05
1920;0,13463;4,5069E-04;4,4451E-04
1925;0,13447;9,3615E-04;9,2326E-04
1930;0,13145;5,5242E-04;5,4474E-04
1935;0,13243;3,5935E-03;3,5428E-03
1940;0,12950;3,2821E-03;3,2357E-03
1945;0,11950;1,0863E-02;1,0707E-02
1950;0,12627;1,6727E-02;1,6482E-02
1955;0,12833;1,0036E-02;9,8860E-03
1960;0,12610;2,1906E-02;2,1569E-02
1965;0,12291;2,8563E-02;2,8114E-02
1970;0,12375;4,8847E-02;4,8055E-02
1975;0,12150;6,7857E-02;6,6730E-02
1980;0,11968;7,5512E-02;7,4234E-02
1985;0,11902;8,3063E-02;8,1625E-02
1990;0,11977;8,5613E-02;8,4124E-02
1995;0,11684;8,1190E-02;7,9787E-02
2000;0,11673;3,8156E-02;3,7491E-02
2005;0,11501;1,5001E-02;1,4747E-02
2010;0,11512;3,9748E-02;3,9071E-02
2015;0,11399;2,6648E-02;2,6208E-02
2020;0,11192;4,4981E-02;4,4239E-02
2025;0,11176;7,4010E-02;7,2779E-02
2030;0,10969;8,4856E-02;8,3460E-02
2035;0,10915;9,6386E-02;9,4808E-02
2040;0,10720;8,9781E-02;8,8344E-02
2045;0,10756;9,1074E-02;8,9636E-02
2050;0,10592;6,7927E-02;6,6892E-02
2055;0,10471;5,4906E-02;5,4090E-02
2060;0,10320;6,9193E-02;6,8157E-02
2065;0,10182;6,1875E-02;6,0962E-02
2070;0,10095;6,5676E-02;6,4715E-02
2075;0,10095;7,7443E-02;7,6305E-02
2080;0,09933;8,6812E-02;8,5528E-02
2085;0,09830;8,5102E-02;8,3847E-02
2090;0,09754;8,9100E-02;8,7779E-02
2095;0,09599;8,9747E-02;8,8421E-02
2100;0,09624;8,6133E-02;8,4869E-02
2105;0,09575;9,3153E-02;9,1771E-02
2110;0,09463;8,9654E-02;8,8320E-02
2115;0,09385;9,1673E-02;9,0308E-02
2120;0,09314;8,7588E-02;8,6281E-02
2125;0,09218;8,8632E-02;8,7303E-02
2130;0,09238;8,9774E-02;8,8422E-02
2135;0,09112;9,0044E-02;8,8679E-02
2140;0,09105;9,0767E-02;8,9390E-02
2145;0,08994;8,9486E-02;8,8132E-02
2150;0,08971;8,4639E-02;8,3369E-02
2155;0,08888;8,4840E-02;8,3566E-02
2160;0,08789;8,4170E-02;8,2912E-02
2165;0,08200;7,6310E-02;7,5175E-02
2170;0,08537;8,1996E-02;8,0776E-02
2175;0,08576;8,0448E-02;7,9257E-02
2180;0,08464;8,1808E-02;8,0597E-02
2185;0,08468;7,4550E-02;7,3458E-02
2190;0,08314;7,9068E-02;7,7905E-02
2195;0,08347;7,8992E-02;7,7833E-02
2200;0,08279;7,1202E-02;7,0175E-02
2205;0,08090;7,4010E-02;7,2947E-02
2210;0,08081;7,9315E-02;7,8174E-02
2215;0,08041;7,6273E-02;7,5189E-02
2220;0,07999;7,7730E-02;7,6631E-02
2225;0,07884;7,5453E-02;7,4400E-02
2230;0,07840;7,5773E-02;7,4727E-02
2235;0,07793;7,4299E-02;7,3290E-02
2240;0,07651;7,3118E-02;7,2140E-02
2245;0,07625;7,0838E-02;6,9911E-02
2250;0,07537;7,1937E-02;7,1034E-02
2255;0,07434;6,7690E-02;6,6865E-02
2260;0,07409;6,6929E-02;6,6143E-02
2265;0,07328;6,8137E-02;6,7355E-02
2270;0,07310;6,4867E-02;6,4138E-02
2275;0,07263;6,4021E-02;6,3309E-02
2280;0,07139;6,6288E-02;6,5551E-02
2285;0,07138;6,3080E-02;6,2389E-02
2290;0,07119;6,3220E-02;6,2534E-02
2295;0,06930;6,1265E-02;6,0603E-02
2300;0,06964;5,8824E-02;5,8193E-02
2305;0,06940;5,9171E-02;5,8544E-02
2310;0,06890;6,3870E-02;6,3189E-02
2315;0,06815;5,8141E-02;5,7528E-02
2320;0,06763;5,2031E-02;5,1489E-02
2325;0,06556;5,6215E-02;5,5626E-02
2330;0,06622;5,6824E-02;5,6231E-02
2335;0,06572;5,7967E-02;5,7362E-02
2340;0,06522;4,5836E-02;4,5366E-02
2345;0,06510;5,1400E-02;5,0869E-02
2350;0,06434;4,1536E-02;4,1115E-02
2355;0,06260;4,7473E-02;4,6988E-02
2360;0,06307;5,0237E-02;4,9724E-02
2365;0,06301;4,9409E-02;4,8909E-02
2370;0,06239;3,0817E-02;3,0514E-02
2375;0,06141;4,4147E-02;4,3704E-02
2380;0,06181;4,2552E-02;4,2128E-02
2385;0,05913;3,0826E-02;3,0525E-02
2390;0,06036;3,7109E-02;3,6748E-02
2395;0,06007;4,0594E-02;4,0199E-02
2400;0,05974;4,4150E-02;4,3726E-02
2405;0,05944;3,3599E-02;3,3286E-02
2410;0,05915;3,3813E-02;3,3504E-02
2415;0,05698;2,7300E-02;2,7058E-02
2420;0,05782;2,6590E-02;2,6358E-02
2425;0,05733;3,3078E-02;3,2802E-02
2430;0,05719;4,5099E-02;4,4725E-02
2435;0,05647;1,4878E-02;1,4765E-02
2440;0,05627;4,3249E-02;4,2926E-02
2445;0,05556;2,0798E-02;2,0657E-02
2450;0,05459;1,3611E-02;1,3523E-02
2455;0,05416;2,4853E-02;2,4695E-02
2460;0,05451;3,3363E-02;3,3157E-02
2465;0,05430;2,4148E-02;2,4009E-02
2470;0,05340;1,6727E-02;1,6635E-02
2475;0,05337;1,6455E-02;1,6368E-02
2480;0,05210;8,0395E-03;7,9996E-03
2485;0,05177;5,6102E-03;5,5840E-03
2490;0,05222;3,5113E-03;3,4957E-03
2495;0,04889;2,8772E-03;2,8647E-03
2500;0,05138;7,0642E-03;7,0328E-03
2505;0,05082;1,5191E-03;1,5124E-03
2510;0,04960;2,2163E-03;2,2063E-03
2515;0,04876;5,1880E-04;5,1644E-04
2520;0,04814;3,7054E-04;3,6879E-04
2525;0,04765;4,1393E-05;4,1194E-05
2530;0,04770;6,3593E-07;6,3279E-07
2535;0,04712;1,7502E-07;1,7415E-07
2540;0,04677;3,7716E-07;3,7521E-07
2545;0,04661;5,3758E-11;5,3469E-11
2550;0,04626;2,8222E-13;2,8066E-13
2555;0,04593;1,0435E-09;1,0377E-09
2560;0,04540;3,1020E-11;3,0842E-11
2565;0,04516;1,5955E-14;1,5846E-14
2570;0,04485;1,5258E-18;1,5151E-18
2575;0,04448;1,0786E-27;1,0708E-27
2580;0,04410;3,8214E-22;3,7933E-22
2585;0,04327;1,7194E-34;1,7064E-34
2590;0,04341;5,4793E-31;5,4369E-31
2595;0,04304;2,2838E-33;2,2666E-33
2600;0,04291;4,4912E-28;4,4556E-28
2605;0,04280;5,8053E-35;5,7592E-35
2610;0,04250;5,9447E-34;5,8970E-34
2615;0,04228;1,1196E-37;1,1106E-37
2620;0,04190;5,6505E-29;5,6056E-29
2625;0,04058;3,8687E-28;3,8378E-28
2630;0,04116;2,8026E-45;2,8026E-45
2635;0,04096;3,9027E-16;3,8719E-16
2640;0,04022;1,1750E-16;1,1657E-16
2645;0,04018;8,9988E-19;8,9292E-19
2650;0,03996;1,4295E-19;1,4186E-19
2655;0,03959;1,3133E-27;1,3036E-27
2660;0,03948;2,6068E-25;2,5880E-25
2665;0,03895;1,1123E-37;1,1045E-37
2670;0,03910;0,0000E+00;0,0000E+00
2675;0,03861;0,0000E+00;0,0000E+00
2680;0,03843;0,0000E+00;0,0000E+00
2685;0,03816;0,0000E+00;0,0000E+00
2690;0,03779;1,0226E-29;1,0178E-29
2695;0,03746;7,1284E-33;7,1014E-33
2700;0,03712;0,0000E+00;0,0000E+00
2705;0,03693;2,9315E-42;2,9273E-42
2710;0,03668;1,1250E-35;1,1239E-35
2715;0,03656;3,8557E-26;3,8549E-26
2720;0,03638;5,6052E-45;5,6052E-45
2725;0,03613;7,2935E-22;7,3094E-22
2730;0,03601;6,0734E-19;6,0929E-19
2735;0,03574;5,4888E-21;5,5121E-21
2740;0,03553;2,3314E-27;2,3435E-27
2745;0,03538;1,3146E-23;1,3224E-23
2750;0,03518;1,6648E-28;1,6758E-28
2755;0,03486;6,7262E-44;6,7262E-44
2760;0,03455;0,0000E+00;0,0000E+00
2765;0,03440;2,6777E-27;2,7001E-27
2770;0,03426;8,3791E-24;8,4528E-24
